premise	hypothesis	label	premise_yoruba	hypothesis_yoruba
19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.	It took 13 months to retrofit the boiler for the submarine.	1	19 Ronu osu mẹrin ti iṣẹ ṣaaju ki o to adehun ẹbun, a lapapọ elapsed akoko ti 13 osu yoo ti jẹ pataki lati retrofit yi 675 MWe boiler.	O gba oṣu mẹtalelogun lati mu ọkọ oju omi naa pada.
19 Assuming four months of work prior to contract award, a total elapsed time of 13 months would have been necessary to retrofit this 675 MWe boiler.	It took 13 months total to retrofit the boiler.	0	19 Ronu osu mẹrin ti iṣẹ ṣaaju ki o to adehun ẹbun, a lapapọ elapsed akoko ti 13 osu yoo ti jẹ pataki lati retrofit yi 675 MWe boiler.	O gba oṣu mẹtalelogun lati ṣe atunṣe ọkọ oju omi naa.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	There are way too many IT workers.	2	Iṣeduro ti awọn oṣiṣẹ IT ti o ni imọran ni agbegbe ọja lọwọlọwọ jẹ igbagbogbo idi pataki fun awọn ajo asiwaju lati jade.	Ọpọlọpọ awọn oṣiṣẹ ni ọna yii.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	There aren't enough IT workers because they all went to India.	1	Iṣeduro ti awọn oṣiṣẹ IT ti o ni imọran ni agbegbe ọja lọwọlọwọ jẹ igbagbogbo idi pataki fun awọn ajo asiwaju lati jade.	Kò sí àwọn òṣìṣẹ́ IT tó pọ̀ nítorí pé gbogbo wọn lọ sí Íńdíà.
The shortage of skilled IT workers in the current market environment is often a major reason for leading organizations to outsource.	There aren't enough IT workers to fill the jobs.	0	Iṣeduro ti awọn oṣiṣẹ IT ti o ni imọran ni agbegbe ọja lọwọlọwọ jẹ igbagbogbo idi pataki fun awọn ajo asiwaju lati jade.	Ko si ọpọlọpọ awọn oṣiṣẹ ti o fẹ lati ṣe awọn iṣẹ wọn.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	It's obvious how much bias there is.	2	Ko ṣee ṣe lati mọ iye tabi itọsọna ti ifẹkufẹ ni iyipada iyipada lapapọ ti o da lori ohun elo gbogbo ti iṣẹ C-R kan nibikibi.	O han gbangba bi o ṣe jẹ pe awọn iṣoro pupọ wa.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	You can't know how much bias exists because it's hard to separate from other outside influences.	1	Ko ṣee ṣe lati mọ iye tabi itọsọna ti ifẹkufẹ ni iyipada iyipada lapapọ ti o da lori ohun elo gbogbo ti iṣẹ C-R kan nibikibi.	O ko le mọ bi o ṣe le yọ kuro ninu awọn iṣoro miiran, nitori o nira lati yọ kuro ninu awọn iṣoro miiran.
It is not possible to know the extent or direction of the bias in the total incidence change based on the general application of a single C-R function everywhere.	You cant know how much bias there is.	0	Ko ṣee ṣe lati mọ iye tabi itọsọna ti ifẹkufẹ ni iyipada iyipada lapapọ ti o da lori ohun elo gbogbo ti iṣẹ C-R kan nibikibi.	Ê òîìó æå âñåãäà ïðîñòîÿíèå íà ïîëó÷èëñÿ.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	The technical cost effects are figured one way.	0	Awọn iye owo imọ-ẹrọ, nitori iṣẹ ti ẹgbẹ kan ti o le ṣe ni iye owo ti o ga julọ, tun ṣe iṣiro ni ọna kanna bi tẹlẹ.	Awọn iye owo iye owo ni a ṣe akiyesi ni ọna kan.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	They haven't figured out how to calculate technical cost effects.	2	Awọn iye owo imọ-ẹrọ, nitori iṣẹ ti ẹgbẹ kan ti o le ṣe ni iye owo ti o ga julọ, tun ṣe iṣiro ni ọna kanna bi tẹlẹ.	Wọn ko mọ bi o ṣe le ṣe iṣiro awọn iye owo iye owo.
The technical cost effects, due to the work being done by a party that may do it at a higher cost, are also calculated in the same way as before.	They use the historical data to calculate the technical cost effects.	1	Awọn iye owo imọ-ẹrọ, nitori iṣẹ ti ẹgbẹ kan ti o le ṣe ni iye owo ti o ga julọ, tun ṣe iṣiro ni ọna kanna bi tẹlẹ.	Wọn lo awọn data itan lati ṣe iṣiro awọn iye owo imọ-ẹrọ.
Practice 4: Manage Risk on a Continuing Basis	Chapter four contains a practice exercise on managing risk.	0	Ọna 4: Ṣiṣakoso ewu lori ipilẹ tẹsiwaju	Abala kẹrin ni aṣiṣe iṣe lori iṣakoso ewu.
Practice 4: Manage Risk on a Continuing Basis	The book contains no information about long term risk management.	2	Ọna 4: Ṣiṣakoso ewu lori ipilẹ tẹsiwaju	Iwe naa ko ni alaye nipa iṣakoso ewu igba pipẹ.
Practice 4: Manage Risk on a Continuing Basis	This exercise must be completed and turned in by the end of the week.	1	Ọna 4: Ṣiṣakoso ewu lori ipilẹ tẹsiwaju	A gbọdọ ṣe iṣeduro iṣeduro yii ati pe o yẹ ki o pari ni opin ọsẹ.
The Islamist movement, born about 1940, is a product of the modern world, influenced by Marxist-Leninist concepts about revolutionary organization.	Marxist-Leninist concepts were incorporated into the Islamist movement.	0	Igbese Islamist, ti a bi ni ayika ọdun 1940, jẹ ọja ti agbaye igbalode, ti o ni ipa nipasẹ awọn ero Marxist-Leninist nipa agbari iyipada.	Awọn ero Marxist-Leninist ni a ṣafikun sinu ẹgbẹ Islamist.
The Islamist movement, born about 1940, is a product of the modern world, influenced by Marxist-Leninist concepts about revolutionary organization.	The Islamist movement was begun in the sixth century.	2	Igbese Islamist, ti a bi ni ayika ọdun 1940, jẹ ọja ti agbaye igbalode, ti o ni ipa nipasẹ awọn ero Marxist-Leninist nipa agbari iyipada.	A bẹrẹ ẹgbẹ Islam ni ọdun kẹfa.
The Islamist movement, born about 1940, is a product of the modern world, influenced by Marxist-Leninist concepts about revolutionary organization.	The Islamist movement was originally founded as an organization for social mobilization.	1	Igbese Islamist, ti a bi ni ayika ọdun 1940, jẹ ọja ti agbaye igbalode, ti o ni ipa nipasẹ awọn ero Marxist-Leninist nipa agbari iyipada.	Ni akọkọ, a ṣe iṣeduro iṣeduro iṣakoso iṣakoso gẹgẹbi iṣakoso iṣakoso iṣakoso iṣakoso.
Other advisers have echoed this concern.	All of the advisers unanimously agreed that there was nothing to be worried about.	2	Àwọn alábòójútó mìíràn ti fi ìbànújẹ́ yìí hàn.	Gbogbo àwọn olùdámọ̀ọ̀rọ̀ náà dájúdájú pé kò sí ohun tí wọ́n gbọdọ̀ dààmú nípa rẹ̀.
Other advisers have echoed this concern.	Only one adviser did not voice concern over this plan.	1	Àwọn alábòójútó mìíràn ti fi ìbànújẹ́ yìí hàn.	Ọ̀kan nìkan ló ṣe ìdúróṣinṣin nípa ètò yìí.
Other advisers have echoed this concern.	This concern is shared by several different advisers.	0	Àwọn alábòójútó mìíràn ti fi ìbànújẹ́ yìí hàn.	Ọpọlọpọ awọn olutọju ti o ni imọran yii ni a pin si.
The system also chose passengers at random to receive additional security scrutiny.	All passengers just get to walk through without an issue.	2	Pẹlupẹlu, awọn aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan.	Gbogbo awọn arinrin-ajo nikan gba lati rin nipasẹ laisi ọrọ kan.
The system also chose passengers at random to receive additional security scrutiny.	Soem passengers get full-body scans.	1	Pẹlupẹlu, awọn aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan.	Ïðè ýòîì ïîñëåäíèêîì ïðîäîáíûì ïîëó÷èëñÿ íà ðàáîòó.
The system also chose passengers at random to receive additional security scrutiny.	Some passengers get checked more thoroughly by security.	0	Pẹlupẹlu, awọn aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan aṣayan.	Diẹ ninu awọn arinrin-ajo ni a ṣe ayẹwo siwaju sii nipasẹ aabo.
We have found no indication that the idea was briefed to the new administration or that Clarke passed his paper to them, although the same team of career officials spanned both administrations.	We are 100% certain that Clarke never gave his paper to anyone.	1	A ko rii ẹnikẹni ti o fihan pe a ti sọ ọrọ naa fun ijọba tuntun tabi pe Clarke fi iwe rẹ ranṣẹ si wọn, botilẹjẹpe ẹgbẹ kanna ti awọn oṣiṣẹ iṣẹ ṣe awọn ijọba mejeeji.	A jẹ 100% daju pe Clarke ko fi iwe rẹ fun ẹnikẹni.
We have found no indication that the idea was briefed to the new administration or that Clarke passed his paper to them, although the same team of career officials spanned both administrations.	We can't find proof that Clarke gave him his paper.	0	A ko rii ẹnikẹni ti o fihan pe a ti sọ ọrọ naa fun ijọba tuntun tabi pe Clarke fi iwe rẹ ranṣẹ si wọn, botilẹjẹpe ẹgbẹ kanna ti awọn oṣiṣẹ iṣẹ ṣe awọn ijọba mejeeji.	A ko le rii ẹri pe Clarke fun u iwe rẹ.
We have found no indication that the idea was briefed to the new administration or that Clarke passed his paper to them, although the same team of career officials spanned both administrations.	We know for sure that Clarke gave them his paper on July 2.	2	A ko rii ẹnikẹni ti o fihan pe a ti sọ ọrọ naa fun ijọba tuntun tabi pe Clarke fi iwe rẹ ranṣẹ si wọn, botilẹjẹpe ẹgbẹ kanna ti awọn oṣiṣẹ iṣẹ ṣe awọn ijọba mejeeji.	À íà ðàáîòó âñåãäà ïðèâåäåíèè ïðèâåäåíèè 2 ìàðòà.
It is not clear the system can be installed before 2010, but even this timetable may be too slow, given the possible security dangers.	It's hard to install the system because hackers attack it every night.	1	Ko ṣe kedere pe eto naa le fi sori ẹrọ ṣaaju 2010, ṣugbọn paapaa akoko yii le jẹ gidigidi lẹsẹkẹsẹ, ni ibamu si awọn ewu aabo ti o ṣeeṣe.	O nira lati fi sori ẹrọ nitori awọn hacker kolu o ni gbogbo alẹ.
It is not clear the system can be installed before 2010, but even this timetable may be too slow, given the possible security dangers.	It's not easy to install the system because of security dangers.	0	Ko ṣe kedere pe eto naa le fi sori ẹrọ ṣaaju 2010, ṣugbọn paapaa akoko yii le jẹ gidigidi lẹsẹkẹsẹ, ni ibamu si awọn ewu aabo ti o ṣeeṣe.	Ko rọrun lati fi sori ẹrọ nitori awọn ewu aabo.
It is not clear the system can be installed before 2010, but even this timetable may be too slow, given the possible security dangers.	The security system will be installed in 6 weeks, i promise.	2	Ko ṣe kedere pe eto naa le fi sori ẹrọ ṣaaju 2010, ṣugbọn paapaa akoko yii le jẹ gidigidi lẹsẹkẹsẹ, ni ibamu si awọn ewu aabo ti o ṣeeṣe.	Eto aabo yoo fi sori ẹrọ ni ọsẹ mẹfa, Mo ṣe ileri.
Therefore, while protecting our homeland, Americans should be mindful of threats to vital personal and civil liberties.	Americans don't need to worry about their civil liberties- they will always be protected.	2	Nítorí náà, nígbà tí a bá ń dáàbò bo ilẹ̀ ìbílẹ̀ wa, àwọn ará Amẹ́ríkà yẹ kí wọ́n rántí àwọn ìdẹ́rùbà fún àwọn òmìnira ara ẹni àti àwọn ènìyàn.	Awọn ara ilu Amẹrika ko nilo lati ṣàníyàn nipa awọn ominira ilu wọn - wọn yoo nigbagbogbo ni idaabobo.
Therefore, while protecting our homeland, Americans should be mindful of threats to vital personal and civil liberties.	Americans should make sure that their guns are not taken away.	1	Nítorí náà, nígbà tí a bá ń dáàbò bo ilẹ̀ ìbílẹ̀ wa, àwọn ará Amẹ́ríkà yẹ kí wọ́n rántí àwọn ìdẹ́rùbà fún àwọn òmìnira ara ẹni àti àwọn ènìyàn.	Wọn yẹ ki o rii daju pe wọn ko gba awọn ohun elo wọn kuro.
Therefore, while protecting our homeland, Americans should be mindful of threats to vital personal and civil liberties.	Americans should pay attention to threats to our liberties.	0	Nítorí náà, nígbà tí a bá ń dáàbò bo ilẹ̀ ìbílẹ̀ wa, àwọn ará Amẹ́ríkà yẹ kí wọ́n rántí àwọn ìdẹ́rùbà fún àwọn òmìnira ara ẹni àti àwọn ènìyàn.	Awọn ọmọ Amẹrika yẹ ki o ṣe akiyesi awọn irokeke fun awọn ominira wa.
Delivering it repeatedly did not make it more effective.	Delivery did not improve how effective it was.	0	Ṣugbọn lẹẹkansi, iṣeduro naa ko ṣe iranlọwọ diẹ sii.	Ifijiṣẹ ko ṣe ilọsiwaju bi o ṣe munadoko.
Delivering it repeatedly did not make it more effective.	Delivery made it incredible effective.	2	Ṣugbọn lẹẹkansi, iṣeduro naa ko ṣe iranlọwọ diẹ sii.	Ifijiṣẹ ṣe iṣeduro iyalẹnu.
Delivering it repeatedly did not make it more effective.	It didn't make it any more effective when we delivered it to the White House.	1	Ṣugbọn lẹẹkansi, iṣeduro naa ko ṣe iranlọwọ diẹ sii.	Eyi ko ṣe pataki julọ nigbati a fi ọ silẹ si ile-iṣẹ naa.
The next level down, the director of the al Qaeda unit in CIA at the time recalled that he did not think it was his job to direct what should or should not be done.	The director didn't want to get involved because he was almost retired.	1	Ni ipele keji si isalẹ, oludari ti ẹgbẹ al Qaeda ni CIA ni akoko naa ranti pe ko ro pe iṣẹ rẹ ni lati ṣe itọsọna ohun ti o yẹ tabi ko yẹ ki o ṣe.	Oludari naa ko fẹ lati darapọ mọ nitori pe o fẹrẹ fẹyìntì.
The next level down, the director of the al Qaeda unit in CIA at the time recalled that he did not think it was his job to direct what should or should not be done.	The director of the unit didn't want to get involved in directing what was done.	0	Ni ipele keji si isalẹ, oludari ti ẹgbẹ al Qaeda ni CIA ni akoko naa ranti pe ko ro pe iṣẹ rẹ ni lati ṣe itọsọna ohun ti o yẹ tabi ko yẹ ki o ṣe.	Olùdarí ẹgbẹ́ ò fẹ́ kópa nínú ìṣàkóso ohun tí wọ́n ṣe.
The next level down, the director of the al Qaeda unit in CIA at the time recalled that he did not think it was his job to direct what should or should not be done.	The director thought it was all up to him.	2	Ni ipele keji si isalẹ, oludari ti ẹgbẹ al Qaeda ni CIA ni akoko naa ranti pe ko ro pe iṣẹ rẹ ni lati ṣe itọsọna ohun ti o yẹ tabi ko yẹ ki o ṣe.	Oludari naa ro pe ohun gbogbo jẹ fun u.
Pickard recalls the alleged statement being made at a briefing on July 12.	Pickard couldn't remember anything they'd said.	2	Pickard ranti awọn ẹsun ti a ti sọ ni igbasilẹ kan ni Oṣu Keje 12.	Pickard ko le ranti ohunkohun ti wọn ti sọ.
Pickard recalls the alleged statement being made at a briefing on July 12.	Pickard remembered the briefing covered the facts of the crash.	1	Pickard ranti awọn ẹsun ti a ti sọ ni igbasilẹ kan ni Oṣu Keje 12.	Pickard ranti awọn alaye ti bo awọn otitọ ti awọn ijamba.
Pickard recalls the alleged statement being made at a briefing on July 12.	Pickard remembered what was said at the briefing.	0	Pickard ranti awọn ẹsun ti a ti sọ ni igbasilẹ kan ni Oṣu Keje 12.	Pickard ranti ohun ti a sọ nigba akọọlẹ naa.
He had traveled to Pakistan but became agitated when asked if he had traveled to nearby countries while in Pakistan (Pakistan was the customary route to the training camps in Afghanistan).	It was not unusual for terrorists to travel through Pakistan into Afghanistan.	0	O ti rin irin-ajo lọ si Pakistan ṣugbọn o dun nigbati o beere boya o ti rin irin-ajo lọ si awọn orilẹ-ede ti o wa nitosi nigba ti o wa ni Pakistan (Pakistan jẹ ọna aṣa si awọn ibudó ikẹkọ ni Afghanistan).	Ko ṣe pataki fun awọn onijakidijagan lati rin nipasẹ Pakistan lọ si Afghanistan.
He had traveled to Pakistan but became agitated when asked if he had traveled to nearby countries while in Pakistan (Pakistan was the customary route to the training camps in Afghanistan).	Pakistan and Afghanistan are located very far apart from each other.	2	O ti rin irin-ajo lọ si Pakistan ṣugbọn o dun nigbati o beere boya o ti rin irin-ajo lọ si awọn orilẹ-ede ti o wa nitosi nigba ti o wa ni Pakistan (Pakistan jẹ ọna aṣa si awọn ibudó ikẹkọ ni Afghanistan).	Sibẹsibẹ, awọn orilẹ-ede Pakistan ati Afghanistan ti wa ni idakeji pupọ lati ara wọn.
He had traveled to Pakistan but became agitated when asked if he had traveled to nearby countries while in Pakistan (Pakistan was the customary route to the training camps in Afghanistan).	Training provided in Afghanistan included hand to hand combat.	1	O ti rin irin-ajo lọ si Pakistan ṣugbọn o dun nigbati o beere boya o ti rin irin-ajo lọ si awọn orilẹ-ede ti o wa nitosi nigba ti o wa ni Pakistan (Pakistan jẹ ọna aṣa si awọn ibudó ikẹkọ ni Afghanistan).	Igbimọ ti a pese ni Ilu Afiganisitani pẹlu ọwọ lati mu ogun.
For a brief summary of these routines and the reasons why the intercepts were not properly digested, see Graham Allison and Philip Zelikow, Essence of Decision, 2d ed.	The intercepts were handled perfectly.	2	Fun apejuwe kukuru ti awọn ilana wọnyi ati awọn idi idi ti awọn intercepts ko ṣe itọju daradara, wo Graham Allison ati Philip Zelikow, Ipilẹ ipinnu, 2d ed.	A ṣe itọju awọn intercepts daradara.
For a brief summary of these routines and the reasons why the intercepts were not properly digested, see Graham Allison and Philip Zelikow, Essence of Decision, 2d ed.	The intercepts were sent to the wrong person for analysis.	1	Fun apejuwe kukuru ti awọn ilana wọnyi ati awọn idi idi ti awọn intercepts ko ṣe itọju daradara, wo Graham Allison ati Philip Zelikow, Ipilẹ ipinnu, 2d ed.	A fi awọn intercepts ranṣẹ si awọn ti ko tọ eniyan fun onínọmbà.
For a brief summary of these routines and the reasons why the intercepts were not properly digested, see Graham Allison and Philip Zelikow, Essence of Decision, 2d ed.	The intercepts weren't handled correctly.	0	Fun apejuwe kukuru ti awọn ilana wọnyi ati awọn idi idi ti awọn intercepts ko ṣe itọju daradara, wo Graham Allison ati Philip Zelikow, Ipilẹ ipinnu, 2d ed.	Awọn olutọju ko ṣe itọju ti o tọ.
They make targets harder to attack successfully, and they deter attacks by making capture more likely.	They knew making the targets more difficult would lead to a higher rate of captures.	1	Wọn jẹ ki awọn aṣeyọri ṣaṣeyọri siwaju sii, ati pe wọn ṣe idiwọ awọn aṣeyọri nipasẹ ṣiṣe idaduro diẹ sii.	Wọ́n mọ̀ pé kí wọ́n ṣe ìfọkànsí àwọn ìfọkànsí náà yóò mú kí wọ́n tó àwọn ìfọkànsí tó pọ̀ jù lọ.
They make targets harder to attack successfully, and they deter attacks by making capture more likely.	They made the targets so easy they were captured within mere minutes.	2	Wọn jẹ ki awọn aṣeyọri ṣaṣeyọri siwaju sii, ati pe wọn ṣe idiwọ awọn aṣeyọri nipasẹ ṣiṣe idaduro diẹ sii.	Wọn ṣe awọn afojusun ti o rọrun ki wọn gba laarin iṣẹju diẹ.
They make targets harder to attack successfully, and they deter attacks by making capture more likely.	They make the targets themselves more challenging so in turn they are making captures happen more often.	0	Wọn jẹ ki awọn aṣeyọri ṣaṣeyọri siwaju sii, ati pe wọn ṣe idiwọ awọn aṣeyọri nipasẹ ṣiṣe idaduro diẹ sii.	Nitorina, awọn iṣoro diẹ sii, nitorinaa awọn iṣoro diẹ sii ni awọn iṣoro.
The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.	28 minutes after the fact the Southeast Air Defense Sector received notification.	0	Ẹ̀ka ọ́fíìsì ọ̀hún tó wà ní gúúsù ìlà oòrùn náà sọ̀rọ̀ nípa ìṣẹ̀lẹ̀ náà ní àsìkò 9:55, ìṣẹ̀jú méjìdínlógún 28 lẹ́yìn náà.	Awọn iṣẹju 28 lẹhin ti o daju pe Ẹka Idaabobo Afẹfẹ Guusu gba iwifunni.
The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.	The Sector did not receive the notifications in time due to a delay in communications.	1	Ẹ̀ka ọ́fíìsì ọ̀hún tó wà ní gúúsù ìlà oòrùn náà sọ̀rọ̀ nípa ìṣẹ̀lẹ̀ náà ní àsìkò 9:55, ìṣẹ̀jú méjìdínlógún 28 lẹ́yìn náà.	Ile-iṣẹ naa ko gba awọn iwifunni ni akoko nitori idaduro ninu awọn ibaraẹnisọrọ.
The Southeast Air Defense Sector was notified of the event at 9:55, 28 minutes later.	The Southeast Air Defense Sector received word of the event just 28 seconds after it took place.	2	Ẹ̀ka ọ́fíìsì ọ̀hún tó wà ní gúúsù ìlà oòrùn náà sọ̀rọ̀ nípa ìṣẹ̀lẹ̀ náà ní àsìkò 9:55, ìṣẹ̀jú méjìdínlógún 28 lẹ́yìn náà.	Ẹ̀ka ọ́fíìsì ọ̀hún ní gúúsù ìlà oòrùn orílẹ̀-èdè Nàìjíríà gba ọ̀rọ̀ nípa iṣẹ́lẹ̀ náà ní àkókò méjìdínlọ́gbọ̀n (28 seconds) lẹ́yìn tí iṣẹ́ náà wáyé.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	There's no point in debating this topic.	2	A nireti lati ṣe iṣeduro iṣeduro ti orilẹ-ede kan lori awọn anfani ti ohun ti a ti ṣe iṣeduro, ati pe a yoo kopa ninu iṣeduro yii.	Ko si idi ti o yẹ ki o ṣe akiyesi nipa ọrọ yii.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	We want to have a debate because we know these recommendations are important.	1	A nireti lati ṣe iṣeduro iṣeduro ti orilẹ-ede kan lori awọn anfani ti ohun ti a ti ṣe iṣeduro, ati pe a yoo kopa ninu iṣeduro yii.	A fẹ lati wa ni ariyanjiyan nitori a mọ pe awọn iṣeduro wọnyi ṣe pataki.
We look forward to a national debate on the merits of what we have recommended, and we will participate vigorously in that debate.	We would like to debate the recommendations.	0	A nireti lati ṣe iṣeduro iṣeduro ti orilẹ-ede kan lori awọn anfani ti ohun ti a ti ṣe iṣeduro, ati pe a yoo kopa ninu iṣeduro yii.	A fẹ lati ṣe akiyesi awọn iṣeduro wọnyi.
After Mihdhar left, other students moved into the house.	Mihdhar knew the students were waiting from him to leave.	1	Lẹ́yìn tí Mihdhar lọ, àwọn akẹ́kọ̀ọ́ mìíràn wọ ilé náà.	Äà, êîãäà ó ìåíÿ íåò íèêîãäà ñëîâà.
After Mihdhar left, other students moved into the house.	The pupils went into the home after Mihdhar was gone.	0	Lẹ́yìn tí Mihdhar lọ, àwọn akẹ́kọ̀ọ́ mìíràn wọ ilé náà.	Awọn ọmọ ile-iwe wọle si ile lẹhin ti Mihdhar ti lọ.
After Mihdhar left, other students moved into the house.	The students protested outside of the house that Mihdhar resided in.	2	Lẹ́yìn tí Mihdhar lọ, àwọn akẹ́kọ̀ọ́ mìíràn wọ ilé náà.	Àwọn akẹ́kọ̀ọ́ náà dáhùn lójú ilé tí Mihdhar ń gbé.
Your gift is important to the celebration of our 85th season.	Every gift we get is not as important as yours.	1	Awọn ẹbun rẹ jẹ pataki fun ayẹyẹ akoko 85th wa.	Gbogbo ẹbun ti a gba ko ṣe pataki bi tirẹ.
Your gift is important to the celebration of our 85th season.	We do not care about your gift at all.	2	Awọn ẹbun rẹ jẹ pataki fun ayẹyẹ akoko 85th wa.	A ko ṣe aniyan nipa ẹbun rẹ.
Your gift is important to the celebration of our 85th season.	We have been doing this for more than 80 years.	0	Awọn ẹbun rẹ jẹ pataki fun ayẹyẹ akoko 85th wa.	A ti ṣe eyi fun diẹ ẹ sii ju ọdun 80 lọ.
It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.	Our law school depends on private funding alone.	2	O gba ajọṣepọ ti atilẹyin aladani ati awọn inawo University fun ile-iwe ofin wa lati tẹsiwaju lati dagba ni iwọn ati ipa.	Ile-iwe ile-iwe wa da lori awọn owo ikọkọ nikan.
It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.	Our law school is supported in part by the Melinda and Bill Gates Foundation.	1	O gba ajọṣepọ ti atilẹyin aladani ati awọn inawo University fun ile-iwe ofin wa lati tẹsiwaju lati dagba ni iwọn ati ipa.	Ile-ẹkọ ofin wa ni atilẹyin ni apakan nipasẹ Melinda ati Bill Gates Foundation.
It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.	Our law school needs money to continue to grow.	0	O gba ajọṣepọ ti atilẹyin aladani ati awọn inawo University fun ile-iwe ofin wa lati tẹsiwaju lati dagba ni iwọn ati ipa.	Ile-iwe wa nilo owo lati tẹsiwaju lati dagba.
Only with the help of our philanthropic partners have we been able to achieve so much.	Bill Gates donated $5 million to us.	1	Nikan pẹlu iranlọwọ ti awọn alabaṣepọ wa ti ṣaṣeyọri pupọ.	Bill Gates fun wa ni $ 5 milionu.
Only with the help of our philanthropic partners have we been able to achieve so much.	Given the state of the financial markets, our philanthropic partners have pulled back fro all their funding.	2	Nikan pẹlu iranlọwọ ti awọn alabaṣepọ wa ti ṣaṣeyọri pupọ.	Ti o ba ti awọn ipo ti awọn owo awọn ọja, wa philanthropic awọn alabašepọ ti fa pada fro gbogbo wọn inawo.
Only with the help of our philanthropic partners have we been able to achieve so much.	We've been able to achieve a lot, due to the philanthropy we've received.	0	Nikan pẹlu iranlọwọ ti awọn alabaṣepọ wa ti ṣaṣeyọri pupọ.	A ti wa ni anfani lati se aseyori pupọ, nitori awọn philanthropy ti a ti gba.
Thank you for supporting the Indianapolis Museum of Art in 1999.	Thank you for your $100 donation to the Indianapolis Museum of Art.	1	O ṣeun fun atilẹyin fun Indianapolis Museum of Art ni ọdun 1999.	O ṣeun fun ẹbun $ 100 rẹ si Indianapolis Museum of Art.
Thank you for supporting the Indianapolis Museum of Art in 1999.	Thanks but no thanks for lapsing on your donations in 1999.	2	O ṣeun fun atilẹyin fun Indianapolis Museum of Art ni ọdun 1999.	O ṣeun, ṣugbọn ko si ọpẹ si awọn ẹbun ti o ṣe atunṣe ni ọdun 1999.
Thank you for supporting the Indianapolis Museum of Art in 1999.	We are very glad you helped support the museum.	0	O ṣeun fun atilẹyin fun Indianapolis Museum of Art ni ọdun 1999.	Inu wa dun pe o ṣe iranlọwọ lati ṣe atilẹyin fun ile-iṣẹ naa.
My hope is you were greatly blessed and encouraged by this issue.	I hope this issue gave you newfound enthusiasm.	0	Mo nireti pe o ni igbadun pupọ ati igbadun nipasẹ ọrọ yii.	Mo nireti pe ọrọ yii fun ọ ni idunnu tuntun.
My hope is you were greatly blessed and encouraged by this issue.	I know this issue causes you despair, but look forward to your vacation.	2	Mo nireti pe o ni igbadun pupọ ati igbadun nipasẹ ọrọ yii.	Mo mọ̀ pé ọ̀rọ̀ yìí ń mú ọ lẹ́nu, ṣùgbọ́n ń retí ìrètí rẹ.
My hope is you were greatly blessed and encouraged by this issue.	I know you will do all in your power to fight breastfeeding cancer.	1	Mo nireti pe o ni igbadun pupọ ati igbadun nipasẹ ọrọ yii.	Mo mọ pe iwọ yoo ṣe ohun gbogbo ni agbara rẹ lati ṣe igbadun akàn ara.
It's important that we hear from you during this last fundraising drive of the season.	This is the last donation drive we will have this season, so we need your help!	0	O ṣe pataki lati gbọ lati ọdọ rẹ ni akoko ikẹhin ti iṣowo iṣowo yii.	Eyi ni ẹbun ikẹhin ti a yoo ni akoko yii, nitorinaa a nilo iranlọwọ rẹ!
It's important that we hear from you during this last fundraising drive of the season.	We have two more fundraising drives this year.	2	O ṣe pataki lati gbọ lati ọdọ rẹ ni akoko ikẹhin ti iṣowo iṣowo yii.	Ni ọdun yii a ni awọn iṣowo meji diẹ sii.
It's important that we hear from you during this last fundraising drive of the season.	We need $100,000 more to make our fundraising quotas this season.	1	O ṣe pataki lati gbọ lati ọdọ rẹ ni akoko ikẹhin ti iṣowo iṣowo yii.	A nilo $ 100,000 diẹ sii lati ṣe awọn idiyele gbigba owo wa ni akoko yii.
